,Unternehmen,Insolvent,In dnb,Mitarbeiter,Umsatz,Datum,ReviewRating,Anstellung,Bereich,ReviewTitel,Was macht dein Arbeitgeber in Corona-Zeiten gut?,Was macht dein Arbeitgeber in Corona-Zeiten nicht gut?,Was sollte dein Unternehmen in Corona-Zeiten (anders) machen?,Wofür möchtest du deinen Arbeitgeber im Umgang mit der Corona-Situation loben?,Was macht dein Arbeitgeber im Umgang mit der Corona-Situation nicht gut?,Wo siehst du Chancen für deinen Arbeitgeber mit der Corona-Situation besser umzugehen?,Wie kann dich dein Arbeitgeber im Umgang mit der Corona-Situation noch besser unterstützen?,Gut am Arbeitgeber finde ich,Schlecht am Arbeitgeber finde ich,Verbesserungsvorschläge,Arbeitsatmosphäre_s,Arbeitsatmosphäre,Image_s,Image,Work-Life-Balance_s,Work-Life-Balance,Karriere/Weiterbildung_s,Karriere/Weiterbildung,Gehalt/Sozialleistungen_s,Gehalt/Sozialleistungen,Umwelt-/Sozialbewusstsein_s,Umwelt-/Sozialbewusstsein,Kollegenzusammenhalt_s,Kollegenzusammenhalt,Umgang mit älteren Kollegen_s,Umgang mit älteren Kollegen,Vorgesetztenverhalten_s,Vorgesetztenverhalten,Arbeitsbedingungen_s,Arbeitsbedingungen,Kommunikation_s,Kommunikation,Gleichberechtigung_s,Gleichberechtigung,Interessante Aufgaben_s,Interessante Aufgaben
336,SIRE Life Sciences,Nein,Ja,5,0.41,2017-06-09T00:00:00+00:00,"4,5",Angestellte/r oder Arbeiter/in,,Recruitment Strategist,,,,,,,,"Inspiring, Enthusiastic, Young",Long-working days,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,,3.0,,4.0,,4.0,,5.0,,5.0,,4.0,
337,SIRE Life Sciences,Nein,Ja,5,0.41,2017-06-07T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,Personal / Aus- und Weiterbildung,Recruiter Strategist at Sire Life Sciences,,,,,,,,- Bij SIRE Life Sciences zijn er doorgroei mogelijkheden- Er worden trainingen gegeven om zo gespecialiseerd mogelijk in de Life Sciences branche te worden,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
338,SIRE Life Sciences,Nein,Ja,5,0.41,2017-06-02T00:00:00+00:00,"4,8",Führungskraft / Management,Geschäftsführung,Principal Recruitment Strategist,,,,,,,,"Possibility to develop yourself, ambitous and nice colleagues and the best systems to work with.","Same as any other recruimentjob, but just keep on going!",Keine,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,,3.0,,5.0,,5.0,,5.0,,5.0,,5.0,
339,SIRE Life Sciences,Nein,Ja,5,0.41,2017-06-02T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf,Jung und dynamisch,,,,,,,,SIRE | Life Sciences is een jong en dynamisch bedrijf waar je snel kan promoveren. De collega's zien vriendelijke en professioneel.,Es ist kein Geschäft für Menschen mit einer 9-5-Mentalität.,das ist nicht notwendig.,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
340,SIRE Life Sciences,Nein,Ja,5,0.41,2017-05-09T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,Personal / Aus- und Weiterbildung,Inspiring organisation!,,,,,,,,"SIRE Life Sciences is a great place for starting and developing your career. The people of SIRE Life Sciences are enthusiastic, young, driven and helpful. Within the organisation you will have the freedom to explore your qualities and translate them into your success!","If you are ambitious, driven, loyal and motivated, nothing will stand in your way at SIRE Life Sciences.",Keep on doing what (and how) you are doing,5.0,,5.0,"Dynamic, Young, Inspiring",5.0,,5.0,,5.0,,5.0,,5.0,"Enthusiastic, helpful, ambitious",5.0,,5.0,,5.0,,5.0,Open and honest,5.0,,5.0,
341,SIRE Life Sciences,Nein,Ja,5,0.41,2017-05-02T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf,Innovative organisation,,,,,,,,sie bieten die Möglichkeit zu lernen,keine Kommentare,keine Kommentare,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
342,SIRE Life Sciences,Nein,Ja,5,0.41,2017-04-03T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,Personal / Aus- und Weiterbildung,Recruitment Strategist© Pharmaceutical & Biotechnology,,,,,,,,That they're reaching to the top and that the management want to take you along in this succes. It is a young company with a fresh state of mind.,"If you want a 9 to 5 job, this is not the place.",,5.0,,5.0,Sehr gut.,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
343,SIRE Life Sciences,Nein,Ja,5,0.41,2017-04-03T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,Personal / Aus- und Weiterbildung,Recruitment Strategist©,,,,,,,,At SIRE Life Sciences® there is a informal but professional working environment. The team is young and motivated and there is a lot of opportunity to learn. SIRE Life Sciences® Is a recruitment company driven by technology and market leader in the industry.,Not a 9 to 5 working environment.,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
344,SIRE Life Sciences,Nein,Ja,5,0.41,2017-03-13T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,Personal / Aus- und Weiterbildung,Amazing workplace,,,,,,,,"Hard-working, result-driven and actually getting matters done",No negative points,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
345,Barkawi Management Consultants,Nein,Ja,52,9.39,2018-04-19T00:00:00+00:00,"3,8",Angestellte/r oder Arbeiter/in,Produktion,"Attraktive Boutique Beratung mit super Team und interessanten Aufgaben im Bereich SCM, Operations und After Sales.",,,,,,,,,,,5.0,,4.0,,2.0,,3.0,,4.0,,2.0,,4.0,,5.0,,5.0,,3.0,,3.0,,5.0,,5.0,Man bekommt von Anfang an viel Verantwortung und lernt dabei viel!
346,Barkawi Management Consultants,Nein,Ja,52,9.39,2017-05-08T00:00:00+00:00,"4,8",Angestellte/r oder Arbeiter/in,Logistik / Materialwirtschaft,Consultant Supply Chain Management,,,,,,,,Sehr interessante Aufgaben. Top Beratung für SCM & Logistik.,,,5.0,,5.0,,4.0,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,
347,Barkawi Management Consultants,Nein,Ja,52,9.39,2017-04-19T00:00:00+00:00,"4,6",Ex-Praktikant/in,Logistik / Materialwirtschaft,"Sehr angenehme Zeit, tolle Kollegen!",,,,,,,,,,,5.0,,5.0,,4.0,,4.0,,,,,,5.0,Es wird viel Wert auf ein kollegiales Wertesystem gelegt.,,,5.0,,5.0,,4.0,,5.0,,4.0,
348,Barkawi Management Consultants,Nein,Ja,52,9.39,2016-10-03T00:00:00+00:00,"4,7",Ex-Praktikant/in,Logistik / Materialwirtschaft,Dieser Arbeitgeber kümmert sich um ihr Personal wie in einer Familie und versucht diese auch zu schulen.,,,,,,,,"Die Kommunikation und Hilfsbereitschaft untereinander, um gemeinsam ein Ziel zu erreichen.",Parkplätze für Mitarbeiter wären wirklich eine außerordentliche Hilfe.,,5.0,,5.0,,3.0,,5.0,,4.0,,5.0,,5.0,,,,5.0,,,,5.0,,5.0,,5.0,
349,Barkawi Management Consultants,Nein,Ja,52,9.39,2016-07-19T00:00:00+00:00,"3,8",Ex-Angestellte/r oder Arbeiter/in,Logistik / Materialwirtschaft,Top Beratungsboutique,,,,,,,,Internationale Projekte und den guten Zusammenhalt,Eine klare und umsetzungsorientierte Strategie fehlt,Besser zuhören um Leute zu binden,4.0,,3.0,Außen- und Innenwahrnehmung weichen teils stark ab. Tolle Firma mit noch sehr viel Potential,4.0,,2.0,,4.0,,4.0,,5.0,"Top Kollegen, sowohl fachlich und menschlich sehr kompetent",5.0,,3.0,"Entscheidungen manchmal schwer nachvollziehbar, Strategie eigentlich sinnvoll aber ohne den passenden Maßnahmenplan dahinter",4.0,,3.0,Teils sehr gut und teils eher mäßig. Transparenz über Geschäftszahlen und Entwicklung ist gut aber die Kommunikation bezüglich Maßnahmenplan und Strategie könnte besser laufen,5.0,,4.0,"Spannende, sehr internationale Einsaetze"
350,Barkawi Management Consultants,Nein,Ja,52,9.39,2016-04-07T00:00:00+00:00,"4,5",Ex-Angestellte/r oder Arbeiter/in,,"Gute, spezialisierte Beratung",,,,,,,,"tolle Projekte. man kann die Möglichkeit bekommen international eingesetzt zu werden. Kollegen unterstützen sich untereinander sehr, sowohl Berater als auch Back-Office",,Mehr Transparenz und Kommunikation. Stärker auf die einzelnen Mitarbeiter eingehen,5.0,Das Betriebsklima ist teilweise sehr familiär,5.0,"Sehr gutes Image, was man auch in allen Rankings (Wirtschaftswoche, Hidden Champions etc) nachlesen kann. Leider außerhalb der Spezialisierung SCM noch nicht überall bekannt.",4.0,"Für eine Beratung auf diesem Niveau generell gute Work-Life Balance,hängt natürlich von Projekt und Vorgesetztem ab",4.0,Es gibt gute Pflichtweiterbildungen (z.B. APICS CPIM) und regelmäßig interne Trainings an Freitagen,4.0,"Ordentliches Gehalt, keine weiteren Leistungen",4.0,,5.0,Kollegenzusammenhalt ist top! Auf Projekt wird produktiv zusammengearbeitet und der Spaß kommt gewöhnlich auch nicht zu kurz.,5.0,"Alter spielt in der Firma absolut keine Rolle,es zählt das Wissen, die Erfahrung, das Wollen und vor allem die Persönlichkeit",4.0,"Die Vorgesetzen haben große Freiheiten, wie sie mit ihren Mitarbeitern umgehen und wie viel sie kommunizieren. Das kann für den Einzelnen toll sein, aber kann auch zu Unzufriedenheit bei Anderen führen.Generell duzt man sich über alle Ebenen hinweg, und es gibt keine ausgeprägten Hierachie-Ebenen, die einen als Angestellten einschränken.",4.0,"Top modernes IT Equipment, die Büroaustattung sonst ist eher antiquieriert, aber sollte man als Berater eh nicht zu häufig sehen. Standort sehr gut infrastrukturell angeschlossen.",4.0,"Kommunikation ist nicht die Kernkompetenz, teilweise sehr unterschiedlich in den einzelnen BUs/ abhängig von den jeweiligen Partnern,aber es scheint sich langsam aber stetig zu bessern",5.0,,5.0,"Spannende Projekte, meistens sehr hoch aufgehängt auf Kundenseite (u.a. C-Level)"
351,Barkawi Management Consultants,Nein,Ja,52,9.39,2015-11-03T00:00:00+00:00,"3,8",Angestellte/r oder Arbeiter/in,,Leider keine Vorbilder,,,,,,,,"Barkawi lebt durch die Aufgaben und die Kollegen. Wer was lernen möchte und auf nette Kollegen nicht verzichten möchte, fühlt sich hier sehr wohl","schlechte Mitarbeiterführung, die kaum Bindung schafft","Mehr Feedback, weniger Politik, mehr Ehrlichkeit",4.0,Auf den Projekten fast immer top,4.0,Hidden Champion,4.0,"zum Teil sehr fortschrittlich. Beratung ist immer WORK. Trotzdem gibt es viele gute Ansätze und Ideen, z.B. sehr flexible Urlaubsregelung mit Modellen, die auch mal eine ""Auszeit"" erlauben.",4.0,"Sehr gutes Trainingsprogramm, dass sowohl fach- als auch verhaltensbezogen schult. Häufig interne Trainer, die durch langjährige Beratungserfahrung praxisnah trainieren. Rundes Konzept.",4.0,,4.0,,5.0,"Extrem gut und der eigentliche Grund warum man gerne hier arbeitet. Das was bei den Partnern auf der Streckke bleibt, erhält man von den Kollegen: Wissens- und Informationsweitergabe und auch Motivation und Zuspruch",,,1.0,"Die Schwachstelle des Unternehmens. Weder Führung noch Wertschätzung im Führungsverhalten. Man hat manchmal den Eindruck dass Management und Führung noch geübt werden. Der Partnerkreis agiert häufig opportunistisch und planlos, wenig professionell und mehrheitlich ohne Vorbildcharakter. Partner kümmern sich mehr um interne Politk als dass sie sich um ihre Mitarbeiter kümmern",4.0,Die Arbeitsumgebung ist in die Jahre gekommen. Jeder hat aber seinen eigenen Schreibtisch. Kein Desk Sharing. Das ist angenehm,2.0,Insgesamt unprofessionell. Flurfunk ist schneller und ehrlicher,4.0,Geringe Frauenquote. Aber fairer Umgang,5.0,"Anspruchsvolle Kunden und Problemstellungen, aus denen man viel Motivation schöpft, wenn man neugierig ist. Viele internationale Projekte"
352,Barkawi Management Consultants,Nein,Ja,52,9.39,2015-10-23T00:00:00+00:00,"4,8",Angestellte/r oder Arbeiter/in,,Hochspannender & hochanspruchsvoller Arbeitgeber,,,,,,,,"Spannende und anspruchsvolle Aufgaben in einem sehr guten Umfeld. Extrem gute Unternehmenskultur in dem Mitarbeiter eng zusammenhalten. Großer Anteil an internationalen Projekten auf dem gesamten Globus. Wenn man möchte, erhält man schnell viel Verantwortung und kann hier viel erreichen.",Beratungsüblich relativ lange Arbeitszeiten und intensive Projekte. Nachtschichten werden durch das tolle Team jedoch sehr erträglich gemacht,,5.0,Tolles Arbeitsklima mit guter Balance aus Ernsthaftigkeit und Humor,5.0,,3.0,"Wie in allen Beratungen überwiegt die ""Work"" unter der Woche.",5.0,Jede Woche wird mindestens eine Schulung angeboten (von fachlichen Weiterbildungen bis zum 1-on-1 Coaching zum Thema Rhetorik),4.0,,5.0,,5.0,Extrem enger Zusammenhalt. Viele gemeinsame Abende und auch private Freundschaften,5.0,,5.0,"Faires miteinander, reger Austausch und ""offene Türen""",5.0,,5.0,,5.0,,5.0,Sehr anspruchsvoll und sehr viel Neues. Aber auch Unterstützung durch Kollegen
353,Barkawi Management Consultants,Nein,Ja,52,9.39,2015-09-29T00:00:00+00:00,"4,8",Angestellte/r oder Arbeiter/in,,"Dieses Unternehmen lebt die Worte ""Jung"", ""Dynamisch"", ""Professionell"" und ""Kollegial""",,,,,,,,Familiäre Atmosphäre gepaart mit Elan und Professionalität,,,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,,4.0,,5.0,,5.0,,5.0,,5.0,,,,5.0,
354,Barkawi Management Consultants,Nein,Ja,52,9.39,2015-08-27T00:00:00+00:00,"4,4",Ex-Werkstudent/in,,"Sehr gute Beratung, um den Horizont neben dem Studium zu erweitern.",,,,,,,,Respektvoller und kollegialer Umgang zwischen den Mitarbeitern,,,4.0,,4.0,,4.0,,5.0,,4.0,,4.0,,5.0,,4.0,,5.0,,4.0,,5.0,,5.0,,4.0,
355,"LUFT GmbH, Architekten und Ingenieure",Nein,Nein,,,2008-04-02T00:00:00+00:00,"2,3",Angestellte/r oder Arbeiter/in,,Befriedigend: 2.33 von 5 Sternen,,,,,,,,,,,3.0,,,,3.0,,1.0,,3.0,,1.0,,3.0,,3.0,,1.0,,2.0,,2.0,,3.0,,3.0,
356,UnternehmerRevolution GmbH,Nein,Ja,3,0.32,2020-03-31T00:00:00+00:00,"4,9",Angestellte/r oder Arbeiter/in,Administration / Verwaltung gearbeitet.</span></div>,Wertschätzung und individuelle Stärken stehen im Vordergrund bei toller Team-Atmosphäre,,,,,,,,,,,5.0,Wertschätzende Atmosphäre auf Augenhöhe,5.0,,5.0,,5.0,,5.0,,,,5.0,Tolles Team,,,5.0,,5.0,,5.0,"Klare und präzise Anweisungen,Offene Kommunikation in beide Richtungen erwünscht",5.0,,4.0,
357,UnternehmerRevolution GmbH,Nein,Ja,3,0.32,2020-02-18T00:00:00+00:00,"5,0",Freelancer,Vertrieb / Verkauf gearbeitet.</span></div>,Hier macht das Arbeiten mehr als nur Spaß!,,,,,,,,Das Sie Menschen mit ihrer Dienstleistung mehr als nur helfen! Ein Arbeitgeber der den Markt positiv verändert!,,,5.0,- professionelle und herzliche Arbeitsatmosphäre- Kollegen und Führungskräfte haben immer ein offenes Ohr und wollen das beste für Ihre Mitmenschen,5.0,,5.0,Das kann man nicht als Work-Life Balance bezeichnen. Das ist eine Life-Life Balance,5.0,,5.0,,5.0,,5.0,Sehr starker Zusammenhalt mit einem einzigartigen Spaß Faktor,5.0,,5.0,Respektvoll und sehr freundlich ! Gehen in jeder Situation auf den Mitarbeiter ein und helfen an jeder Stelle.,5.0,-Helle und lichtdurchflutete Räume- bequemer Arbeitsplatz- ausreichend Ruheräume in denen man konzentriert arbeiten kann- Spieleraum für die Abwechslung,5.0,Sehr unkompliziert. Als ob man mit Familienmitglieder sprechen würde,5.0,Absolute Gleichberechtigung,5.0,
358,UnternehmerRevolution GmbH,Nein,Ja,3,0.32,2020-02-18T00:00:00+00:00,"4,8",Führungskraft / Management,Administration / Verwaltung gearbeitet.</span></div>,Hier wird ganz viel richtig gemacht,,,,,,,,"Man merkt, dass es in diesem Unternehmen wirklich darum geht eine Vision zu verfolgen. Alle Arbeiten an einer Welt in der jeder Mensch in seiner Arbeit Erfüllung findet. Und genau das lebt man hier vor so gut es geht.","Manchmal ist wirklich sehr viel zu tun. So viel, dass man sich auch mal überfordert fühlt.","Mehr Umweltbewusstsein wäre wünschenswert. Für Menschen die sehr verschlossen sind, könnte es herausfordernd sein in einem so offenen Umfeld zu arbeiten, wobei das Unternehmen viel dafür tut, dass sich jeder gut aufgehoben fühlt.",5.0,Richtig tolles lockeres Team. Alle sind per Du. Man kann in Ruhigen Räumen arbeiten oder mit anderen im Raum. Je nachdem wie man sich fühlt,4.0,Noch recht unbekannt aber für einige schon ein Begriff.,5.0,"Doofer Begriff. Wer denkt Arbeit und Leben sind gegensätzliche Teile und hat den falschen Job aus meiner Sicht. Auf jeden Fall wird in dem Unternehmen auf private Belange Rücksicht genommen, man hat Gleitzeitmodelle, viel Urlaub, kann auch mal wenn es sein muss, Home-Office machen.",5.0,Das Unternehmen investiert viel Geld in seine Mitarbeiter und Weiterbildung.,5.0,"Faire Bezahlung mit der Möglichkeit das Gehalt noch weiter zu steigern ohne in ein nerviges Gehaltsverhandlungsgespräch zu müssen. Leistung wird hier belohnt. Außerdem gibt es viele Boni wie ÖVPN-Ticket, bezahlte Mittagessen uvm.",3.0,"Es wird viel bestellt und mit der ein oder anderen Sache recht ""verschwenderisch"" umgegangen. Mülltrennung wäre auch ein Thema was Verbesserungswürdig ist.",5.0,Man Unterstützt sich gegenseitig wo man nur kann,,,5.0,"Tolle Kollegen, die zu Freunden geworden sind.",5.0,Die besten die ich je hatte,5.0,"Offenere Kommunikation habe ich in noch keinem anderen Unternehmen gesehen. Es werden auch mal ""heikle"" Themen angesprochen, aber danach ist auch alles wieder okay.",5.0,Es gibt Männer und Frauen und es werden alle gleich behandelt. Die Geschäftsführung sind Männer.,5.0,"Sehr abwechslungsreiche Aufgaben, weil das Unternehmen eher ""unkonventionell"" Arbeitet. Deshalb gibt es hier neben normalen Prozessen, die es überall gibt auch viele spannende Aufgaben und neue Einblicke"
359,UnternehmerRevolution GmbH,Nein,Ja,3,0.32,2020-02-13T00:00:00+00:00,"4,8",Werkstudent/in,,#wirklichgeilstefirma,,,,,,,,,,,5.0,Wirklich immer gute Stimmung. Maximal positives und motiviertes Umfeld.,5.0,"Unternehmen feiert sich selbst,und das zu recht! Für die kommenden Jahre wurden klare Ziele gesetzt und die Geschäftsführer sind motiviert und kompetent genug, um diese durchzusetzen. Das positive Image ist daher zu 100% gerechtfertigt.",5.0,,5.0,,5.0,Großzügiges Gehalt für einen Studentenjob. Macht Lust auf mehr! :D,4.0,,5.0,"Sehr höflich und cool, schon in der Einarbeitung und vor allem wenn man sich dann näher kennenlernt. Top!",5.0,,5.0,"Vorgesetzte sind jederzeit bereit für einen Austausch und geben auch unaufgefordert Feedback. Es wird viel gelobt, was vor allem für mich als Student (und damit unerfahrenen Arbeitsnehmer) super motivierend ist!",5.0,"Sehr komfortables, helles Büro mit modernster Ausstattung, inklusive Küche, Spielzimmer mit Couch und Fernseher und großem Balkon mit Blick auf die Marienkirche. Die Verkehrsanbindung ist durch Bus und Bahn erstklassig und in 4 min Fußweg erreicht man die Königsallee.",5.0,,5.0,"Frauen und Männer werden absolut gleich behandelt,Männer überwiegen hier, ist aber kein Hindernis. Jeder kommt super mit jedem aus und man behandelt sich freundschaftlich und respektvoll.",3.0,"Als Werkstudent hat man zwar nicht die abwechslungsreichsten Aufgaben, jedoch sind die Anforderungen nicht hoch und jede Aufgabe daher ohne Schwierigkeiten zu bewältigen."
360,UnternehmerRevolution GmbH,Nein,Ja,3,0.32,2020-02-13T00:00:00+00:00,"4,9",Freelancer,,#geilsteFirma,,,,,,,,"Authentisches Interagieren, welches zielgerichtet und auf fast freundschaftlicher Basis stattfindet",,,5.0,sehr locker und angenehm,5.0,Sehr authentisch!,5.0,"Angenehme, teils individuelle Arbeitszeiten, welche der Situation/Aufgabe entsprechend auch von zu Hause aus ausgeübt werden können",,,5.0,,,,5.0,,,,5.0,"Bestimmtes, höfliches, direktes und zielorientiertes Interagieren auf einer angenehmen, nahezu gleichgestellten Ebene",5.0,,5.0,"Ein zwar bestimmter, aber gleichzeitig freundlicher/authentischer Tonfall auf gleichgestellter Ebene",5.0,,4.0,
361,UnternehmerRevolution GmbH,Nein,Ja,3,0.32,2019-12-10T00:00:00+00:00,"4,5",Angestellte/r oder Arbeiter/in,Administration / Verwaltung gearbeitet.</span></div>,"Abwechslungsreiche Aufgabengebiete in einem von Verständnis, Humor und Zusammenhalt geprägten Arbeitsklima.",,,,,,,,Die verständnisvolle und offene Art. Man spricht auf einer Augenhöhe miteinander und es wird laufend Feedback in Form von Lob und konstruktiver Kritik ausgetauscht. Man ist immer an der Entwicklung des Einzelnen und des Teams im Ganzen interessiert. Und es wird immer an einem Strang gezogen.,"Die stellenweise unterirdischen Witze .DEs gibt nichts, was ich als wirklich ""schlecht"" bewerten würde, in dem Sinne, dass es sehr störend ist.","Wie bereits erwähnt, kann das Umweltbewusstsein noch gesteigert werden.",5.0,"Die Atmosphäre ist locker, angenehm und freundschaftlich. Alle duzen sich und Humor ist an der Tagesordnung.",5.0,"Das Image stimmt,aus meiner Sicht,völlig mit dem überein, was in der Firma wirklich gelebt wird. Auch von meinen Kollegen habe ich noch nichts anderes gehört.",4.0,"Dass es in jedem Unternehmen und jeder Branche stressigere Zeiten gibt, ist selbstverständlich. Im Gegenzug können dafür zum Beispiel aber auch außerberufliche Termine recht frei gelegt werden.",4.0,Die Geschäftsführer sind sehr an der Weiterbildung jedes einzelnen Teammitglieds interessiert und offen für eingebrachte Vorschläge.,5.0,Faires Gehaltsmodell mit möglicher Gewinnumsatzbeteiligung. Tickets für den ÖPNV werden übernommen.,3.0,"Das Bewusstsein ist vorhanden und wird ansatzweise umgesetzt. Es ist aber, wie oftmals, noch Luft nach oben.",5.0,"Zusammenhalt wird hier groß geschrieben. Niemand ist sich für etwas zu schade, jeder hilft, wenn möglich, wo er kann.",5.0,"Wir haben momentan keine älteren Kollegen, ich bin mir aber sicher, dass der Umgang genauso toll bleiben würde, wie er auch jetzt ist.",5.0,"Die Geschäftsführer haben immer ein offenes Ohr, wenn es etwas zu besprechen gibt. Es ist ihnen sehr daran gelegen, dass man offen mit ihnen spricht und Feedback, auch kritisches, äußert.",5.0,"Modernes, gemütliches Büro mit MacBook zur beruflichen und privaten Nutzung. Mit voll ausgestatteter Küche und sogar einem Spiele-Zimmer zum Relaxen.",4.0,"Offene Kommunikation in beide Richtungen ist sehr erwünscht. Wie es alltagsbedingt machmal passiert, kann dabei trotzdem auch mal etwas untergehen oder vergessen werden. Wenn dies der Fall ist, dann wird im Nachhinein darüber gesprochen, was zukünftig besser gemacht werden kann.",5.0,"100%,mehr gibt es dazu nicht zu sagen.",4.0,"Die Aufgabengebiete sind abwechslungsreich, nicht zuletzt, weil es ein junges Unternehmen ist, bei dem wöchentlich neue Aufgaben(-bereiche) entstehen und es so nie langweilig wird. Und sollte es doch einmal dazu kommen, sind die Geschäftsführer immer daran interessiert sinnvolle Vorschläge zu hören."
362,Fistec AG,Ja,Ja,40,3.59,2016-06-07T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,,Ein Chef der Teamgeist und Zusammenhalt...,,,,,,,,Ein Chef der Teamgeist und Zusammenhalt fördert und gute Laune verbreitet so das man einfach gerne arbeitet. Die Firma ist Familienfreundlich.,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
363,Fistec AG,Ja,Ja,40,3.59,2014-11-05T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,PR / Kommunikation gearbeitet.</span></div>,Super Team einschließlich der Führungskräfte,,,,,,,,Alles,,,5.0,,5.0,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
